,endpoint,duration,status
0,two,4.9768288135528564,500
1,two,4.907874584197998,500
2,one,1.3157148361206055,200
3,one,1.3206069469451904,200
4,two,4.922312021255493,500
5,two,4.896132946014404,500
6,two,4.909828186035156,500
7,one,1.3255538940429688,200
8,one,1.3178112506866455,200
9,two,4.909879922866821,500
